image_path,body_part,class_name,file_name,extension,disease_label,body_part_label,split,augmented
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_063_jpg.rf.136736a5ba8cea04f3575e44bd7ed0d6.jpg,Udder,Diseased Udder,cattle_mastitis_063_jpg.rf.136736a5ba8cea04f3575e44bd7ed0d6.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\dry-skin-crack-6-400x284.jpg,Udder,Diseased Udder,dry-skin-crack-6-400x284.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\chemical-burn2-e1515284193990-400x284.jpg,Udder,Diseased Udder,chemical-burn2-e1515284193990-400x284.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_087_jpg.rf.8320367313ef34d5056128b18602e32d.jpg,Udder,Diseased Udder,cattle_mastitis_087_jpg.rf.8320367313ef34d5056128b18602e32d.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\images (42).jpeg,Udder,Normal Udder,images (42).jpeg,.jpeg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\Picture2-400x284.jpg,Udder,Diseased Udder,Picture2-400x284.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_067_jpg.rf.57756722468ec2db16736a808c4800a8.jpg,Udder,Diseased Udder,cattle_mastitis_067_jpg.rf.57756722468ec2db16736a808c4800a8.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_537623578_Preview_jpeg.rf.374ba03152ed99e08b968f358b456f4c.jpg,Udder,Normal Udder,AdobeStock_537623578_Preview_jpeg.rf.374ba03152ed99e08b968f358b456f4c.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\normal2-e1515369386480-400x284.jpg,Udder,Normal Udder,normal2-e1515369386480-400x284.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\3ff475d6-87ea-4862-b9b0-c2aee5ee1650_Jpg_jpg.rf.361f4d6ad46da8c90c58183caec10ec3.jpg,Udder,Normal Udder,3ff475d6-87ea-4862-b9b0-c2aee5ee1650_Jpg_jpg.rf.361f4d6ad46da8c90c58183caec10ec3.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\Picture50-1-400x284.jpg,Udder,Diseased Udder,Picture50-1-400x284.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\hyp17-e1515373911728-1024x894-1-400x284.jpg,Udder,Diseased Udder,hyp17-e1515373911728-1024x894-1-400x284.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\Picture34-1-400x284.jpg,Udder,Diseased Udder,Picture34-1-400x284.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_192_jpg.rf.8e1bcde1c61bbf2a29d61ad7d9155d7f.jpg,Udder,Diseased Udder,cattle_mastitis_192_jpg.rf.8e1bcde1c61bbf2a29d61ad7d9155d7f.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\Non-diseased udder 44.jpg,Udder,Normal Udder,Non-diseased udder 44.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_138_jpg.rf.759bd7ed674e312d4e62758e107318e4.jpg,Udder,Diseased Udder,cattle_mastitis_138_jpg.rf.759bd7ed674e312d4e62758e107318e4.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_171446027_Preview_jpeg.rf.d4aa9be919febd84e03ce3ec72d351d1.jpg,Udder,Normal Udder,AdobeStock_171446027_Preview_jpeg.rf.d4aa9be919febd84e03ce3ec72d351d1.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\Screenshot-2024-09-14-165915_png.rf.496565c6f3f388b7bda08eee54afb833.jpg,Udder,Normal Udder,Screenshot-2024-09-14-165915_png.rf.496565c6f3f388b7bda08eee54afb833.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\images (51).jpeg,Udder,Normal Udder,images (51).jpeg,.jpeg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\240_F_161808943_wwx6djhOrFZJdg2YICgv1bF0aNybGu02.jpg,Udder,Normal Udder,240_F_161808943_wwx6djhOrFZJdg2YICgv1bF0aNybGu02.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\img1314.jpg,Udder,Diseased Udder,img1314.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\1e5a9458-0065-401c-9ec5-dfc76c089248_Jpg_jpg.rf.14bc15248031509b88c98d9114630592.jpg,Udder,Normal Udder,1e5a9458-0065-401c-9ec5-dfc76c089248_Jpg_jpg.rf.14bc15248031509b88c98d9114630592.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_235_jpg.rf.947522513bc13bbfbcced8c8c755b95c.jpg,Udder,Diseased Udder,cattle_mastitis_235_jpg.rf.947522513bc13bbfbcced8c8c755b95c.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_139_jpg.rf.471e364057748ebe57d4b86f8df736fc.jpg,Udder,Diseased Udder,cattle_mastitis_139_jpg.rf.471e364057748ebe57d4b86f8df736fc.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\images (29).jpg,Udder,Normal Udder,images (29).jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\2_jpg.rf.4b42fe6864496d700cf4159104c3fd23.jpg,Udder,Normal Udder,2_jpg.rf.4b42fe6864496d700cf4159104c3fd23.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_281905547_Preview_jpeg.rf.bad80f3ab05cdb2110d78998a257daef.jpg,Udder,Normal Udder,AdobeStock_281905547_Preview_jpeg.rf.bad80f3ab05cdb2110d78998a257daef.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\Picture30-400x284.jpg,Udder,Diseased Udder,Picture30-400x284.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\hyp18-e1515373930791-1024x972-1-400x284.jpg,Udder,Diseased Udder,hyp18-e1515373930791-1024x972-1-400x284.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_157_jpg.rf.b1531f88a47161a6dcbc0c545625586a.jpg,Udder,Diseased Udder,cattle_mastitis_157_jpg.rf.b1531f88a47161a6dcbc0c545625586a.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\images (1).jpg,Udder,Normal Udder,images (1).jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\Non-diseased udder 1.jpeg,Udder,Normal Udder,Non-diseased udder 1.jpeg,.jpeg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\IMG_20250118_144441_jpg.rf.bca2aa46e0336f76993ea5ca206f5240.jpg,Udder,Normal Udder,IMG_20250118_144441_jpg.rf.bca2aa46e0336f76993ea5ca206f5240.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\Non-diseased udder 56.jpg,Udder,Normal Udder,Non-diseased udder 56.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\images (23).jpeg,Udder,Normal Udder,images (23).jpeg,.jpeg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\1cd11da1-beab-4f58-94b0-346c92fa1685_Jpg_jpg.rf.8d2de966d52beb5663d2bc5824a77acd.jpg,Udder,Normal Udder,1cd11da1-beab-4f58-94b0-346c92fa1685_Jpg_jpg.rf.8d2de966d52beb5663d2bc5824a77acd.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_24627891_Preview_jpeg.rf.95a68a4b23c2417ef006fd320c75d151.jpg,Udder,Normal Udder,AdobeStock_24627891_Preview_jpeg.rf.95a68a4b23c2417ef006fd320c75d151.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_173_jpg.rf.c625e8afb889f3843596425ce3815e55.jpg,Udder,Diseased Udder,cattle_mastitis_173_jpg.rf.c625e8afb889f3843596425ce3815e55.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_686808903_Preview_jpeg.rf.9f3a4db8b8e92be32e7ce21433436341.jpg,Udder,Normal Udder,AdobeStock_686808903_Preview_jpeg.rf.9f3a4db8b8e92be32e7ce21433436341.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_194_jpg.rf.2873d826c7d25268d4ed6fd6ebfcfe8d.jpg,Udder,Diseased Udder,cattle_mastitis_194_jpg.rf.2873d826c7d25268d4ed6fd6ebfcfe8d.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\Non-diseased udder 33.jpg,Udder,Normal Udder,Non-diseased udder 33.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\Picture21-2-400x284.jpg,Udder,Diseased Udder,Picture21-2-400x284.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\teats_4-5 daysWM.jpg,Udder,Diseased Udder,teats_4-5 daysWM.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\images (53).jpeg,Udder,Normal Udder,images (53).jpeg,.jpeg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_222_jpg.rf.fa7ed5f89bc964fbf2c61c5896846ac8.jpg,Udder,Diseased Udder,cattle_mastitis_222_jpg.rf.fa7ed5f89bc964fbf2c61c5896846ac8.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\pseudo-pox1-e1515356634396-400x284.jpg,Udder,Diseased Udder,pseudo-pox1-e1515356634396-400x284.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\Non-diseased udder 19.jpg,Udder,Normal Udder,Non-diseased udder 19.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\8.jpeg,Udder,Normal Udder,8.jpeg,.jpeg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\images (41).jpeg,Udder,Normal Udder,images (41).jpeg,.jpeg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\hyp19-e1515373952298-1024x828-1-400x284.jpg,Udder,Diseased Udder,hyp19-e1515373952298-1024x828-1-400x284.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\240_F_650846322_RG8uTS9Qo5kpIjd5PdQM2U9glkaoCwXo.jpg,Udder,Normal Udder,240_F_650846322_RG8uTS9Qo5kpIjd5PdQM2U9glkaoCwXo.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_386516807_Preview_jpeg.rf.4f93cc7c91d9d8102be1630f794bf79a.jpg,Udder,Normal Udder,AdobeStock_386516807_Preview_jpeg.rf.4f93cc7c91d9d8102be1630f794bf79a.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\LSD-83-_png_jpg.rf.ff3da07149b6e07e2a9bf67b960b5f6d.jpg,Udder,Diseased Udder,LSD-83-_png_jpg.rf.ff3da07149b6e07e2a9bf67b960b5f6d.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_480163976_Preview_jpeg.rf.8e69e825a197a8886916fd3de1712a58.jpg,Udder,Normal Udder,AdobeStock_480163976_Preview_jpeg.rf.8e69e825a197a8886916fd3de1712a58.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_046_jpg.rf.3fb5452badd82464a32eed627380047d.jpg,Udder,Diseased Udder,cattle_mastitis_046_jpg.rf.3fb5452badd82464a32eed627380047d.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_130_jpg.rf.70b12f9947771cd147d3f6af32b4e26c.jpg,Udder,Diseased Udder,cattle_mastitis_130_jpg.rf.70b12f9947771cd147d3f6af32b4e26c.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\Screenshot-2024-09-14-173635_png.rf.284498a5e1e0723f2946cafe7c66fad1.jpg,Udder,Normal Udder,Screenshot-2024-09-14-173635_png.rf.284498a5e1e0723f2946cafe7c66fad1.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_433594014_Preview_jpeg.rf.87a6c389ce1746d5458cca484568ce66.jpg,Udder,Normal Udder,AdobeStock_433594014_Preview_jpeg.rf.87a6c389ce1746d5458cca484568ce66.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\images (44).jpeg,Udder,Normal Udder,images (44).jpeg,.jpeg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_243_jpg.rf.9eb271ed66bbd8f2419d751a92cdc684.jpg,Udder,Diseased Udder,cattle_mastitis_243_jpg.rf.9eb271ed66bbd8f2419d751a92cdc684.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_228_jpg.rf.5123663f9d0729c3d3f3f684bbdc4283.jpg,Udder,Diseased Udder,cattle_mastitis_228_jpg.rf.5123663f9d0729c3d3f3f684bbdc4283.jpg,.jpg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_224670354_Preview_jpeg.rf.ba2679e28a186b260d1cfb61c885bbf6.jpg,Udder,Normal Udder,AdobeStock_224670354_Preview_jpeg.rf.ba2679e28a186b260d1cfb61c885bbf6.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_650846322_Preview_jpeg.rf.ddf236a3e2786897c05cde732a4b3ad2.jpg,Udder,Normal Udder,AdobeStock_650846322_Preview_jpeg.rf.ddf236a3e2786897c05cde732a4b3ad2.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\240_F_838454755_jUulktopEagsU43HkrfeXB4tv0cS5KUF.jpg,Udder,Normal Udder,240_F_838454755_jUulktopEagsU43HkrfeXB4tv0cS5KUF.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\240_F_154225591_vPYsG3Hh1a71rpKmxsl5OsWJ2SIcRD2C.jpg,Udder,Normal Udder,240_F_154225591_vPYsG3Hh1a71rpKmxsl5OsWJ2SIcRD2C.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\NMC-TCP-chemical-damage1-e1515281879220-400x284.jpeg,Udder,Diseased Udder,NMC-TCP-chemical-damage1-e1515281879220-400x284.jpeg,.jpeg,1,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\03fa6dc4-7443-4e5f-9686-e3ec9de389ab_Jpg_jpg.rf.143f4749942e771b1d4d8c0fff59b698.jpg,Udder,Normal Udder,03fa6dc4-7443-4e5f-9686-e3ec9de389ab_Jpg_jpg.rf.143f4749942e771b1d4d8c0fff59b698.jpg,.jpg,0,3,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_042_jpg.rf.e5a2d0aa786170eb02aec742fddf9e8c.jpg,Udder,Diseased Udder,cattle_mastitis_042_jpg.rf.e5a2d0aa786170eb02aec742fddf9e8c.jpg,.jpg,1,3,train,0
