image_path,body_part,class_name,file_name,extension,disease_label,body_part_label,split,augmented
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\sapi_m_02.jpg,Head,Normal Head,sapi_m_02.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230826165028.jpg,Head,Normal Head,IMG20230826165028.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG_0492-00.jpg,Head,Normal Head,IMG_0492-00.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\BrownSwisscattle148.jpg,Head,Normal Head,BrownSwisscattle148.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\foot-and-mougth-5-_png_jpg.rf.9750ef1a7d1c6067e6dfe64bdcd6a977.jpg,Head,Diseased Head,foot-and-mougth-5-_png_jpg.rf.9750ef1a7d1c6067e6dfe64bdcd6a977.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Lumpy_Skin_81.png,Head,Diseased Head,Lumpy_Skin_81.png,.png,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\FMD_39_jpg.rf.15c31926bd8a5e7399164d435cab8423.jpg,Head,Diseased Head,FMD_39_jpg.rf.15c31926bd8a5e7399164d435cab8423.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG_0139-00.jpg,Head,Normal Head,IMG_0139-00.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG_0270-02.jpg,Head,Normal Head,IMG_0270-02.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Cow-mouth-with-teeth-1_jpg.rf.a9c236bf6340651ed8daa2cd99650d17.jpg,Head,Diseased Head,Cow-mouth-with-teeth-1_jpg.rf.a9c236bf6340651ed8daa2cd99650d17.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Diseased dental pad 30.jpg,Head,Diseased Head,Diseased dental pad 30.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230723065223.jpg,Head,Normal Head,IMG20230723065223.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\HolsteinFriesiancattle91.jpg,Head,Normal Head,HolsteinFriesiancattle91.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\BB19012024174918_front_png_jpg.rf.fea1570eb04cd9c95ce06be9ea634773.jpg,Head,Normal Head,BB19012024174918_front_png_jpg.rf.fea1570eb04cd9c95ce06be9ea634773.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\img1308.jpg,Head,Diseased Head,img1308.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230924145905_01.jpg,Head,Normal Head,IMG20230924145905_01.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\mouth_4-5_days_2WM.jpg,Head,Diseased Head,mouth_4-5_days_2WM.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\sapi_j_8.jpg,Head,Normal Head,sapi_j_8.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230924143101.jpg,Head,Normal Head,IMG20230924143101.jpg,.jpg,0,0,train,0
"c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\2 day vesicle, steer, ruptured, tongue and lip.jpg",Head,Diseased Head,"2 day vesicle, steer, ruptured, tongue and lip.jpg",.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\sapi_v_6.jpg,Head,Normal Head,sapi_v_6.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230826171529.jpg,Head,Normal Head,IMG20230826171529.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\Non-diseased muzzle 36 with tongue.jpg,Head,Normal Head,Non-diseased muzzle 36 with tongue.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230723072502.jpg,Head,Normal Head,IMG20230723072502.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\foot-and-mougth-15-_jpg.rf.5a530533f7e2c765666c65742651de5c.jpg,Head,Diseased Head,foot-and-mougth-15-_jpg.rf.5a530533f7e2c765666c65742651de5c.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230723074812.jpg,Head,Normal Head,IMG20230723074812.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\P1020006WM-1.jpg,Head,Diseased Head,P1020006WM-1.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\Underside of tongue 3.jpg,Head,Normal Head,Underside of tongue 3.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\foot-and-mougth-2-_jpeg.rf.f2c9b5f17afdc2e8bfe62ac6559fdcb8.jpg,Head,Diseased Head,foot-and-mougth-2-_jpeg.rf.f2c9b5f17afdc2e8bfe62ac6559fdcb8.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\P1010981WM.jpg,Head,Diseased Head,P1010981WM.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Diseased lower lip mucosa 11.jpg,Head,Diseased Head,Diseased lower lip mucosa 11.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\FMD_001_jpg.rf.80292dc75269b6d4794de313db816e33.jpg,Head,Diseased Head,FMD_001_jpg.rf.80292dc75269b6d4794de313db816e33.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230924145807.jpg,Head,Normal Head,IMG20230924145807.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\BrownSwisscattle109.jpg,Head,Normal Head,BrownSwisscattle109.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\foot-and-mougth-18-_jpg.rf.93e34163ac94abb8789ae503489d5599.jpg,Head,Diseased Head,foot-and-mougth-18-_jpg.rf.93e34163ac94abb8789ae503489d5599.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG_0357-01.jpg,Head,Normal Head,IMG_0357-01.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\BB19012024175102_front_png_jpg.rf.03ec3748dbdb4481c6f924ea02fa96b2.jpg,Head,Normal Head,BB19012024175102_front_png_jpg.rf.03ec3748dbdb4481c6f924ea02fa96b2.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230924145344.jpg,Head,Normal Head,IMG20230924145344.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\Non-diseased muzzle 38 with tongue.jpg,Head,Normal Head,Non-diseased muzzle 38 with tongue.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230723074010.jpg,Head,Normal Head,IMG20230723074010.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\mouth_4-5_days_7WM.jpg,Head,Diseased Head,mouth_4-5_days_7WM.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG_0647-00.jpg,Head,Normal Head,IMG_0647-00.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\imgs012.jpg,Head,Normal Head,imgs012.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Diseased dental pad 50.jpg,Head,Diseased Head,Diseased dental pad 50.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Lumpy_Skin_157_png.rf.36484ce6e38c7a777d40276ff4843315.jpg,Head,Diseased Head,Lumpy_Skin_157_png.rf.36484ce6e38c7a777d40276ff4843315.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG_8649-02.jpg,Head,Normal Head,IMG_8649-02.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\LSD-91-_jpg.rf.d7791df4b1b11007c7085edb71c522c7.jpg,Head,Diseased Head,LSD-91-_jpg.rf.d7791df4b1b11007c7085edb71c522c7.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\sapi_r_15.jpg,Head,Normal Head,sapi_r_15.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230826171609.jpg,Head,Normal Head,IMG20230826171609.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\cm1-1WM-1.jpg,Head,Diseased Head,cm1-1WM-1.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\5-Buffalo-cow-in-Laos-with-FMD-feeling-much-better-following-topical-treatment-with-Tri-Solfen_jpg.rf.3bfb82aa87195cd4946572f309dde523.jpg,Head,Diseased Head,5-Buffalo-cow-in-Laos-with-FMD-feeling-much-better-following-topical-treatment-with-Tri-Solfen_jpg.rf.3bfb82aa87195cd4946572f309dde523.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230723065158.jpg,Head,Normal Head,IMG20230723065158.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230924143007_01.jpg,Head,Normal Head,IMG20230924143007_01.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Diseased dental pad 3.jpg,Head,Diseased Head,Diseased dental pad 3.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Diseased tongue 6.jpg,Head,Diseased Head,Diseased tongue 6.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230723065055.jpg,Head,Normal Head,IMG20230723065055.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\Ayrshirecattle44.jpg,Head,Normal Head,Ayrshirecattle44.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230924150505.jpg,Head,Normal Head,IMG20230924150505.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230924150125.jpg,Head,Normal Head,IMG20230924150125.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG_20230319_075722-01.jpg,Head,Normal Head,IMG_20230319_075722-01.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\sapi_t_1.jpg,Head,Normal Head,sapi_t_1.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\-13-_jpg.rf.d0856413cfecd933cf5d87410de09e3a.jpg,Head,Diseased Head,-13-_jpg.rf.d0856413cfecd933cf5d87410de09e3a.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\sapi_j_5.jpg,Head,Normal Head,sapi_j_5.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\Non-diseased muzzle 28 with tongue.jpg,Head,Normal Head,Non-diseased muzzle 28 with tongue.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG_20230319_130711-02.jpg,Head,Normal Head,IMG_20230319_130711-02.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\cm2-2WM-1.jpg,Head,Diseased Head,cm2-2WM-1.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Lumpy_Skin_172.png,Head,Diseased Head,Lumpy_Skin_172.png,.png,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\tongue_4-5days.jpg,Head,Diseased Head,tongue_4-5days.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Diseased tongue 18.jpg,Head,Diseased Head,Diseased tongue 18.jpg,.jpg,1,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\Non-diseased muzzle 42 with tongue.jpg,Head,Normal Head,Non-diseased muzzle 42 with tongue.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG_0990-00.jpg,Head,Normal Head,IMG_0990-00.jpg,.jpg,0,0,train,0
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\tongue_4-5_daysWM.jpg,Head,Diseased Head,tongue_4-5_daysWM.jpg,.jpg,1,0,train,0
