image_path,body_part,class_name,file_name,extension,disease_label,body_part_label,split
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Foot\Diseased Foot\123qe-86-_jpg.rf.4181f69a98a4a661c21a4670c2577d37.jpg,Foot,Diseased Foot,123qe-86-_jpg.rf.4181f69a98a4a661c21a4670c2577d37.jpg,.jpg,1,1,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\-64-_jpg.rf.267bc0abaa1e518d95df93304231b153.jpg,Head,Diseased Head,-64-_jpg.rf.267bc0abaa1e518d95df93304231b153.jpg,.jpg,1,0,val
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\240_F_442732426_OgMZX3IVUGZ3v4Mp9ALB84Mp5dvgJGbh.jpg,Udder,Normal Udder,240_F_442732426_OgMZX3IVUGZ3v4Mp9ALB84Mp5dvgJGbh.jpg,.jpg,0,3,val
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG_20230319_125044__01-01.jpg,Head,Normal Head,IMG_20230319_125044__01-01.jpg,.jpg,0,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\Lumpy_Skin_98.png,Torso,Diseased Torso,Lumpy_Skin_98.png,.png,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\img2364_jpg.rf.3ce7a8dc7a01fe7bbf90aea06e641896.jpg,Torso,Diseased Torso,img2364_jpg.rf.3ce7a8dc7a01fe7bbf90aea06e641896.jpg,.jpg,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230723074019.jpg,Head,Normal Head,IMG20230723074019.jpg,.jpg,0,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_203_jpg.rf.6bf03bcb0d7b863e7350aef9491c6080.jpg,Udder,Diseased Udder,cattle_mastitis_203_jpg.rf.6bf03bcb0d7b863e7350aef9491c6080.jpg,.jpg,1,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\BrownSwisscattle133_c.jpg,Head,Normal Head,BrownSwisscattle133_c.jpg,.jpg,0,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\foot-and-mougth-10-_jpg.rf.1869f307d65e3e336675e447dad0f087.jpg,Head,Diseased Head,foot-and-mougth-10-_jpg.rf.1869f307d65e3e336675e447dad0f087.jpg,.jpg,1,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_159261631_Preview_jpeg.rf.b65bb9815e7c5659b0f5686c875aea8e.jpg,Udder,Normal Udder,AdobeStock_159261631_Preview_jpeg.rf.b65bb9815e7c5659b0f5686c875aea8e.jpg,.jpg,0,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\cm5-7-1WM-1.jpg,Head,Diseased Head,cm5-7-1WM-1.jpg,.jpg,1,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\BrownSwisscattle24.jpg,Torso,Normal Torso,BrownSwisscattle24.jpg,.jpg,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\Lumpy_Skin_313.png,Torso,Diseased Torso,Lumpy_Skin_313.png,.png,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\Normal_Skin_554.png,Torso,Normal Torso,Normal_Skin_554.png,.png,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\Non-diseased udder 41.jpg,Udder,Normal Udder,Non-diseased udder 41.jpg,.jpg,0,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Foot\Normal Foot\kaki_2h.jpg,Foot,Normal Foot,kaki_2h.jpg,.jpg,0,1,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\17_jpg_jpeg_jpg.rf.7f2e9cc483c2e49098c2ec8af33a80bc.jpg,Torso,Diseased Torso,17_jpg_jpeg_jpg.rf.7f2e9cc483c2e49098c2ec8af33a80bc.jpg,.jpg,1,2,test
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_239_jpg.rf.331bbb04916339f37e6c0dfa3012959e.jpg,Udder,Diseased Udder,cattle_mastitis_239_jpg.rf.331bbb04916339f37e6c0dfa3012959e.jpg,.jpg,1,3,val
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\Normal_Skin_573.png,Torso,Normal Torso,Normal_Skin_573.png,.png,0,2,test
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\LS-11_jpg.rf.afceebc2b18610efc81b8cda969f48b5.jpg,Torso,Diseased Torso,LS-11_jpg.rf.afceebc2b18610efc81b8cda969f48b5.jpg,.jpg,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\img2220_jpg.rf.a2bb38056df3aedfcbffedea082dbe9f.jpg,Torso,Diseased Torso,img2220_jpg.rf.a2bb38056df3aedfcbffedea082dbe9f.jpg,.jpg,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\Ayrshirecattle82.jpg,Torso,Normal Torso,Ayrshirecattle82.jpg,.jpg,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230727070505-01.jpg,Head,Normal Head,IMG20230727070505-01.jpg,.jpg,0,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Lumpy_Skin_268.png,Head,Diseased Head,Lumpy_Skin_268.png,.png,1,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\IMG-20220830-WA0104_jpg.rf.b78304a4f41ae7ed2828f39e08f9f240.jpg,Torso,Diseased Torso,IMG-20220830-WA0104_jpg.rf.b78304a4f41ae7ed2828f39e08f9f240.jpg,.jpg,1,2,val
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\img1684_jpg.rf.8bbdbb374e51a1e9b61b786a5f595a71.jpg,Torso,Diseased Torso,img1684_jpg.rf.8bbdbb374e51a1e9b61b786a5f595a71.jpg,.jpg,1,2,val
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\foot-and-mougth-3-_jpeg.rf.14216f5ce06d416f1bd259e9d0b7eaa4.jpg,Head,Diseased Head,foot-and-mougth-3-_jpeg.rf.14216f5ce06d416f1bd259e9d0b7eaa4.jpg,.jpg,1,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\Picture31-400x284.jpg,Udder,Diseased Udder,Picture31-400x284.jpg,.jpg,1,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Diseased muzzle and tongue 1.jpg,Head,Diseased Head,Diseased muzzle and tongue 1.jpg,.jpg,1,0,val
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\BrownSwisscattle19.jpg,Torso,Normal Torso,BrownSwisscattle19.jpg,.jpg,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Lumpy_Skin_111.png,Head,Diseased Head,Lumpy_Skin_111.png,.png,1,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_230_jpg.rf.53e3b224a30faf5441ef17271e89604f.jpg,Udder,Diseased Udder,cattle_mastitis_230_jpg.rf.53e3b224a30faf5441ef17271e89604f.jpg,.jpg,1,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\RedDanecattle3.jpg,Torso,Normal Torso,RedDanecattle3.jpg,.jpg,0,2,val
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Diseased tongue 5.jpg,Head,Diseased Head,Diseased tongue 5.jpg,.jpg,1,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\Lumpy_Skin_121_png.rf.1beab04d94bc2d912c86b7fb79af7d94.jpg,Torso,Diseased Torso,Lumpy_Skin_121_png.rf.1beab04d94bc2d912c86b7fb79af7d94.jpg,.jpg,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\Lumpy_Skin_106.png,Torso,Diseased Torso,Lumpy_Skin_106.png,.png,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Foot\Normal Foot\augmented_fmdf_14.jpg,Foot,Normal Foot,augmented_fmdf_14.jpg,.jpg,0,1,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\Normal_Skin_523.png,Torso,Normal Torso,Normal_Skin_523.png,.png,0,2,val
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\Non-diseased-muzzle-9_jpg.rf.1c87c5fda40860804aaf70dcb9a8688b.jpg,Head,Normal Head,Non-diseased-muzzle-9_jpg.rf.1c87c5fda40860804aaf70dcb9a8688b.jpg,.jpg,0,0,val
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\BrownSwisscattle128_c.jpg,Torso,Normal Torso,BrownSwisscattle128_c.jpg,.jpg,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\img1764_jpg.rf.9ee3a2429f803aa8096f8c87010e8435.jpg,Torso,Diseased Torso,img1764_jpg.rf.9ee3a2429f803aa8096f8c87010e8435.jpg,.jpg,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\Open mouth with teeth 2.jpg,Head,Normal Head,Open mouth with teeth 2.jpg,.jpg,0,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\LSD-171-_png_jpg.rf.43c1be44153da01959c61fd10b138046.jpg,Torso,Diseased Torso,LSD-171-_png_jpg.rf.43c1be44153da01959c61fd10b138046.jpg,.jpg,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_160_jpg.rf.49bf0a372f777a13a29d5a29994d9d79.jpg,Udder,Diseased Udder,cattle_mastitis_160_jpg.rf.49bf0a372f777a13a29d5a29994d9d79.jpg,.jpg,1,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\Open mouth with teeth 7.jpg,Head,Normal Head,Open mouth with teeth 7.jpg,.jpg,0,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\FMD__1_jpg.rf.0b6fa9d8bc9b71b9eb15a84b61ab3724.jpg,Head,Diseased Head,FMD__1_jpg.rf.0b6fa9d8bc9b71b9eb15a84b61ab3724.jpg,.jpg,1,0,test
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\Normal_Skin_521.png,Torso,Normal Torso,Normal_Skin_521.png,.png,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_026_jpeg.rf.a1f12ed3d63ae05c84d35f1d244fc818.jpg,Udder,Diseased Udder,cattle_mastitis_026_jpeg.rf.a1f12ed3d63ae05c84d35f1d244fc818.jpg,.jpg,1,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_382914829_Preview_jpeg.rf.b4b0b306a1d9ed344c6d5cf39a520c4d.jpg,Udder,Normal Udder,AdobeStock_382914829_Preview_jpeg.rf.b4b0b306a1d9ed344c6d5cf39a520c4d.jpg,.jpg,0,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\cattle_mastitis_081_jpg.rf.8a3e17d1b2f237242ee6d0511ccde031.jpg,Udder,Diseased Udder,cattle_mastitis_081_jpg.rf.8a3e17d1b2f237242ee6d0511ccde031.jpg,.jpg,1,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\240_F_968350825_N3HbfA2OFuG7TAF4aLDkKGmG67M47GXr.jpg,Udder,Normal Udder,240_F_968350825_N3HbfA2OFuG7TAF4aLDkKGmG67M47GXr.jpg,.jpg,0,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\Normal_Skin_477.png,Torso,Normal Torso,Normal_Skin_477.png,.png,0,2,val
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Diseased tongue 1.jpeg,Head,Diseased Head,Diseased tongue 1.jpeg,.jpeg,1,0,val
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Diseased Head\Lumpy_Skin_112.png,Head,Diseased Head,Lumpy_Skin_112.png,.png,1,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_404488501_Preview_jpeg.rf.994dddf7d84e294eb9c6a553b61bde47.jpg,Udder,Normal Udder,AdobeStock_404488501_Preview_jpeg.rf.994dddf7d84e294eb9c6a553b61bde47.jpg,.jpg,0,3,test
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\RedDanecattle62.jpg,Head,Normal Head,RedDanecattle62.jpg,.jpg,0,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\IMG20230924142808.jpg,Head,Normal Head,IMG20230924142808.jpg,.jpg,0,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\sapi_z_11.jpg,Head,Normal Head,sapi_z_11.jpg,.jpg,0,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\240_F_60156316_aXsM4ecfV6zi25PAhHaw2179WWrYeCH5.jpg,Udder,Normal Udder,240_F_60156316_aXsM4ecfV6zi25PAhHaw2179WWrYeCH5.jpg,.jpg,0,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Diseased Torso\img2344_jpg.rf.00f30b69e34fc8da4fcc1b0b8743a3e6.jpg,Torso,Diseased Torso,img2344_jpg.rf.00f30b69e34fc8da4fcc1b0b8743a3e6.jpg,.jpg,1,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\Ayrshirecattle132.jpg,Torso,Normal Torso,Ayrshirecattle132.jpg,.jpg,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\Picture49-1-400x284.jpg,Udder,Diseased Udder,Picture49-1-400x284.jpg,.jpg,1,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Foot\Diseased Foot\pigf 10d-7WM-1.jpg,Foot,Diseased Foot,pigf 10d-7WM-1.jpg,.jpg,1,1,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Normal Udder\AdobeStock_85535242_Preview_jpeg.rf.eb19244139ca8a412d3222016e99ba03.jpg,Udder,Normal Udder,AdobeStock_85535242_Preview_jpeg.rf.eb19244139ca8a412d3222016e99ba03.jpg,.jpg,0,3,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Head\Normal Head\sapi_z_2.jpg,Head,Normal Head,sapi_z_2.jpg,.jpg,0,0,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\RedDanecattle34.jpg,Torso,Normal Torso,RedDanecattle34.jpg,.jpg,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Torso\Normal Torso\Normal_Skin_374.png,Torso,Normal Torso,Normal_Skin_374.png,.png,0,2,train
c:\Users\ezzyo\OneDrive\Desktop\Machine_learning\Dataset\Udder\Diseased Udder\hyp5-e1515373631315-1024x893-1-400x284.jpg,Udder,Diseased Udder,hyp5-e1515373631315-1024x893-1-400x284.jpg,.jpg,1,3,train
